dni,nombre,apellidos,fechanacimiento,sexo,ciudadorigen
30669730,Poncio,Saavedra Romero,1959-12-25,M,Puno
65105609,Rodrigo,Barba Cañizares,1946-04-03,M,Arequipa
31784959,Macario,Seguí Comas,1931-02-14,M,Tacna
84035362,Isaura,Palomo Mata,1960-12-30,F,Chiclayo
42310452,Nydia,Hernando Barragán,1938-10-04,F,Piura
77401904,Carmen,Maza Tapia,1975-05-26,F,Cusco
13098006,Chus,Segovia Guijarro,1975-11-21,F,Arequipa
10937630,Venceslás,Suárez Saura,1980-12-01,M,Piura
52133300,Adán,Cisneros Carbonell,1979-11-13,M,Lima
57088781,Benjamín,Crespi Nevado,1981-11-30,M,Iquitos
02143827,Saturnina,Arnal Batalla,2020-06-01,F,Puno
90210853,Octavia,Duarte Haro,1943-01-20,F,Piura
83949901,Gilberto,Cuesta Oliva,2009-04-07,M,Huancayo
69082478,Rosa,Marín Hervás,1963-11-20,F,Tacna
28098413,María Dolores,Macías Mesa,1977-04-03,F,Piura
16297013,María Jesús,Figueroa Fuente,1972-08-03,F,Chiclayo
61301262,Lucas,Codina Ferrándiz,1938-01-14,M,Tacna
81745178,Prudencia,Pi Almansa,1986-10-20,F,Lima
63705198,Morena,Garzón Cal,1992-07-15,F,Puno
56424792,Saturnino,Roldan Sala,2014-09-27,M,Huancayo
96673678,Vilma,Pedrero Bou,1966-03-05,F,Cusco
26398137,Eustaquio,Ayuso Torrens,1943-05-09,M,Lima
10771699,Débora,Ayala Taboada,1973-02-22,F,Piura
59403317,Benigna,Mayoral Matas,2014-05-25,F,Piura
28085846,Ildefonso,Costa Molins,1996-09-22,M,Piura
89605742,Gertrudis,Pombo Simó,1939-04-10,F,Chiclayo
62532140,Mauricio,Font Moya,1966-12-02,M,Trujillo
24345889,Guadalupe,Ramos Céspedes,1984-10-18,F,Iquitos
89915354,Nando,Solana Lamas,1996-06-20,M,Chiclayo
11088599,Alberto,Jaén Arellano,2009-07-12,M,Iquitos
45150773,Carmela,Aguilar Villena,1979-09-21,F,Piura
80303242,Noa,Iniesta Arnau,1926-03-05,F,Lima
89381662,Simón,Castejón Cañas,2002-06-14,M,Iquitos
71016167,Wilfredo,Salcedo Novoa,1945-01-25,M,Tacna
16548193,Pastora,Marín Losa,1964-04-22,F,Piura
29338495,Renato,Aliaga Méndez,1967-10-21,M,Huancayo
58680643,Rubén,Barceló Roldan,1938-11-18,M,Puno
05009056,Marcela,Abad Marin,2007-05-28,F,Puno
69944134,Blas,Ballesteros Amat,2008-12-30,M,Piura
12864620,Ale,Milla Borrell,2002-03-30,F,Puno
68496300,Juanito,Gabaldón Aparicio,1929-03-25,M,Huancayo
99917372,Nieves,Vázquez Villalobos,2024-11-21,F,Cusco
45647892,Itziar,Avilés Redondo,1929-04-01,F,Lima
26339613,Felisa,Morcillo Téllez,1944-10-13,F,Trujillo
57953889,Ibán,Estévez Nebot,1984-06-25,M,Puno
76460808,Herminio,Donoso Oller,1971-10-18,M,Cusco
78279562,Reina,Montenegro Báez,1949-04-28,F,Cusco
51220597,Camila,Boada Simó,1946-01-02,F,Lima
47316227,Gertrudis,Herranz Lillo,1986-02-04,F,Lima
45346324,Eliseo,Espada Alvarez,2014-01-22,M,Tacna
18228760,Valeria,Gomez Ripoll,1930-11-01,F,Chiclayo
11790345,Bonifacio,Torrecilla Fonseca,1973-11-01,M,Lima
68008487,Débora,Jover Uriarte,1999-09-30,F,Arequipa
43961176,Paola,Jáuregui Sacristán,2012-07-05,F,Lima
46245432,Faustino,Moreno Iniesta,1942-10-06,M,Iquitos
15697720,Olegario,Boix Rueda,1979-05-01,M,Huancayo
44120972,Valentina,Bernat Roldan,2003-02-11,F,Iquitos
29576201,Olegario,Luján Santos,1951-07-30,M,Chiclayo
38486027,Elpidio,Fernández Bello,1969-09-17,M,Tacna
12111077,Adela,Gabaldón Reig,1982-12-28,F,Chiclayo
22230326,Marcial,Verdejo Garcia,1989-12-31,M,Puno
81668606,Encarnita,Ripoll Navas,1934-05-18,F,Cusco
01812886,Florentina,Salmerón Tomas,1966-10-27,F,Iquitos
34546861,Fátima,Figuerola Llanos,2023-11-15,F,Chiclayo
92570919,Patricia,Figueroa Garrido,1948-08-02,F,Chiclayo
70911933,Salud,Nebot Rodrigo,1981-09-15,F,Arequipa
93295349,Pía,Llopis Fonseca,1934-07-22,F,Trujillo
66266528,Trinidad,Izquierdo Anglada,1951-10-09,F,Huancayo
54987671,Áurea,Cornejo Baena,2003-11-26,F,Lima
10738002,Francisco,Lopez Donoso,1931-01-07,M,Cusco
70693859,Conrado,Saura Vergara,1930-03-10,M,Cusco
83029853,Marita,Guerrero Pujadas,2016-05-06,F,Cusco
48220298,Griselda,Palacio Bayón,1933-10-09,F,Piura
72412826,Tomás,Avilés Carlos,1946-07-07,M,Chiclayo
23206929,Nerea,Jáuregui Ayuso,1965-03-12,F,Piura
58682417,Rosendo,Colomer Morales,2001-04-23,M,Chiclayo
69995635,Donato,Cerdán Vergara,1970-04-08,M,Huancayo
62388810,Adelina,Galán Aragonés,2001-06-06,F,Huancayo
90438582,Tadeo,Plaza Valderrama,1964-12-18,M,Trujillo
52968823,Visitación,Coloma Olivera,2017-12-01,F,Cusco
36926163,Hilario,Marí Arroyo,1978-12-09,M,Huancayo
85349591,Ciriaco,Peláez Guardiola,1977-01-20,M,Chiclayo
73834201,Rosalva,Chico Jáuregui,1986-09-13,F,Chiclayo
85262489,Marisa,Sáez Corominas,1951-08-21,F,Piura
33974719,Inés,Abella Capdevila,1941-07-14,F,Huancayo
96095091,Teresa,Espinosa Alcaraz,1980-02-14,F,Lima
98765625,Ruperto,Bernat Carvajal,2014-07-06,M,Arequipa
66068140,Leandra,Artigas Mascaró,1939-04-24,F,Chiclayo
15530740,Rosa,Barroso Cáceres,1936-12-22,F,Tacna
14878953,Andrés Felipe,Enríquez Amor,1965-08-23,M,Puno
92283802,Ana Sofía,Salvà Cifuentes,1949-09-09,F,Huancayo
76470901,Candelas,Valbuena Alcántara,2015-09-01,F,Huancayo
37269640,María Jesús,Clemente Hoz,1999-01-18,F,Piura
42129009,Sandra,Plaza Carretero,1957-06-01,F,Huancayo
91874014,Selena,Vizcaíno Narváez,1926-04-19,F,Arequipa
52575057,Apolinar,Morcillo Castells,2023-11-25,M,Cusco
11070389,Selena,Luz Alberdi,1969-06-28,F,Tacna
39935736,Román,Cañizares Coello,1992-03-21,M,Puno
82896983,Agapito,Zapata Tolosa,1947-11-07,M,Huancayo
71820543,María Ángeles,Matas Jódar,2013-02-23,F,Arequipa
81869382,Pastora,Carballo Ribes,1956-06-11,F,Tacna
13088838,Íngrid,Medina Falcó,1973-06-17,F,Puno
73460720,Benito,Heredia Real,1966-07-15,M,Trujillo
58934583,Raúl,Ruano Bayona,2007-06-17,M,Tacna
66149114,Clotilde,Sáez Aguilera,1957-11-24,F,Lima
52103590,Che,Flor Salinas,2016-04-06,M,Iquitos
19062751,Guadalupe,Valenzuela Anguita,2020-03-14,F,Chiclayo
10301881,Alma,Hervás Cal,2018-07-13,F,Arequipa
24475987,Aura,Rojas Rosselló,1968-04-27,F,Arequipa
68810337,Fabio,Marqués Torrecilla,1947-01-31,M,Trujillo
34426284,Liliana,Menéndez Quevedo,1946-11-30,F,Arequipa
11389758,Amando,Coello Bermejo,1925-11-22,M,Cusco
32068861,Manuelita,Zabala Bellido,1935-10-01,F,Tacna
93728173,Adora,Benet Gelabert,2014-02-23,F,Cusco
47326094,Paulino,Ojeda Mayo,1989-04-07,M,Lima
63604749,Lorena,Garmendia Perea,1939-04-25,F,Arequipa
93641281,Crescencia,Arco Luque,1997-01-13,F,Puno
49213495,Maite,Escobar Lorenzo,1963-06-11,F,Puno
70149102,Adolfo,León Galvez,1935-12-21,M,Trujillo
53163961,Aurora,Miralles Anaya,1989-09-02,F,Lima
44217528,Primitiva,Escribano Oliva,1988-06-20,F,Huancayo
46241996,María José,Urrutia Angulo,1979-12-21,F,Iquitos
16520051,Román,Exposito Olivares,2015-03-20,M,Piura
55230515,Camila,Gracia Paniagua,1937-02-03,F,Huancayo
18030035,Lidia,Novoa Somoza,2025-04-05,F,Puno
06772762,Paz,Morán Menendez,1967-03-26,F,Piura
68519342,Lucila,Riba Sebastián,1984-08-12,F,Tacna
45225361,Benjamín,Quesada Arnal,2024-11-01,M,Tacna
10830192,Alonso,Montes Losada,1961-06-29,M,Arequipa
86283632,Fausto,Arribas Valero,1933-07-15,M,Trujillo
40542994,Juan José,Luís Meléndez,1955-10-02,M,Iquitos
59250460,Ceferino,Estévez Calvet,1999-02-17,M,Tacna
79934947,Felisa,Trujillo Garcia,1978-02-14,F,Trujillo
22272526,Mireia,Soria Mínguez,1975-12-25,F,Chiclayo
75666763,Patricia,Borrego Guzmán,2018-04-23,F,Chiclayo
18850653,Corona,Quintana Guillén,1978-05-11,F,Puno
26615565,Hugo,Ropero Badía,1998-02-23,M,Arequipa
11369108,Montserrat,Tomás Escudero,1943-06-13,F,Puno
63354841,Francisca,Arévalo Mata,1930-01-01,F,Chiclayo
31100780,Olalla,Oliver Pombo,1972-02-12,F,Arequipa
76014538,Ale,Mir Costa,2020-03-30,F,Puno
60157609,Plácido,Tudela Zapata,1954-02-03,M,Tacna
72418744,Ariel,Mármol Fiol,1949-01-18,F,Puno
71603529,Edmundo,Arana Ferrero,1978-04-04,M,Piura
77266284,Nerea,Barroso Andrade,1992-04-22,F,Chiclayo
04281385,Clara,Barrera Valcárcel,2017-06-08,F,Puno
29242167,Eloy,Larrañaga Ferrera,2018-08-19,M,Trujillo
16465686,Heriberto,Valera Catalán,1926-05-16,M,Huancayo
09724745,Felisa,Rincón Caro,1938-11-06,F,Trujillo
07870824,Cecilio,Bellido Amorós,1930-05-18,M,Tacna
43655499,Elodia,Maestre Río,1935-11-05,F,Arequipa
16583756,Tania,Leal Rivas,1989-06-01,F,Arequipa
13010350,Feliciana,Villar Madrigal,1966-08-18,F,Puno
43776330,Manolo,Guardia Bermúdez,1929-08-14,M,Arequipa
63254955,Iris,Cuadrado Chico,2007-05-02,F,Huancayo
09430870,Enrique,Carvajal Palomino,1954-06-13,M,Iquitos
20092062,Mireia,Jover Batalla,1995-07-22,F,Cusco
40895343,Ainara,Pagès Baeza,1974-11-11,F,Chiclayo
66400219,Rosalía,Posada Sedano,2006-04-18,F,Puno
96759651,Armida,Alcázar Figueroa,2019-05-20,F,Cusco
10125537,Natividad,Roura Garzón,1948-09-15,F,Piura
42570451,Tadeo,Expósito Quevedo,2005-09-18,M,Piura
19686659,Eligio,Sanjuan Gallego,1985-03-20,M,Arequipa
42022265,María Ángeles,Mancebo Bejarano,1933-07-03,F,Iquitos
05951271,Águeda,Amores Santamaria,2018-11-04,F,Lima
36930341,Pepe,Torrent Duran,1931-02-28,M,Huancayo
16026178,Máximo,Corral Collado,2013-04-07,M,Chiclayo
70899510,Esmeralda,Arias González,1954-12-21,F,Trujillo
06907929,Azahar,Guitart Ferrero,1954-04-24,F,Huancayo
01331545,Luis Miguel,Jaume Clavero,1941-03-24,M,Tacna
32703046,Custodia,Benet Moraleda,2020-10-27,F,Arequipa
27629923,Jenaro,Murillo Andres,1954-09-20,M,Huancayo
43090659,Zacarías,Arco Feijoo,1935-02-15,M,Piura
17300561,Tomás,Vila Saldaña,1929-03-30,M,Chiclayo
85720488,Olga,Castellanos Alfonso,2008-12-14,F,Puno
13485166,Aristides,Blazquez Iglesia,1931-10-18,M,Chiclayo
26286404,Angélica,Sales Giménez,1935-11-17,F,Cusco
04717925,Alejo,Barrio Chacón,1972-04-04,M,Chiclayo
81424080,Amparo,Barrios Moya,1959-02-23,F,Iquitos
49359783,Amaya,Pablo Novoa,1926-11-26,F,Tacna
17264441,Manuela,Quintanilla Álvarez,1973-06-30,F,Puno
28745535,Victor Manuel,Infante Guijarro,1970-09-09,M,Cusco
22836147,Saturnina,Anguita Prada,1997-11-08,F,Puno
45802469,Amador,Nicolás Huertas,1927-06-18,M,Arequipa
48875248,Vito,Ayllón Carvajal,1956-09-22,M,Puno
72807418,Samu,Salas Jover,1988-07-31,M,Tacna
73709504,Concepción,Riquelme Aller,1964-11-08,F,Piura
61059708,Jose Antonio,Nuñez Galán,1994-11-22,M,Iquitos
87062436,Julie,Anaya Torralba,1976-07-31,F,Puno
27523529,Dorita,Cerdán Lozano,1931-09-16,F,Huancayo
70483994,Bernabé,Gilabert Olivera,1997-01-30,M,Chiclayo
99362551,Rosalinda,Montes Ruiz,1985-12-23,F,Iquitos
42383784,Ainoa,Cerdá Escobar,1996-03-25,F,Puno
44183795,Maura,Bertrán Múgica,1988-10-16,F,Cusco
97589095,Eutimio,Roig Adadia,1936-04-01,M,Piura
04362369,Azucena,Aramburu Abascal,1980-07-19,F,Chiclayo
39618652,Ceferino,Cuéllar Coello,1986-12-07,M,Chiclayo
31059638,Salvador,Morera Uribe,1969-01-11,M,Trujillo
73935202,María Teresa,Navarrete Busquets,1998-05-24,F,Lima
22179693,Ignacio,Bayona Agustí,2017-01-15,M,Puno
03914584,Susana,Antón Pereira,1951-11-27,F,Lima
98689217,María Ángeles,Roldán Solé,2024-10-19,F,Cusco
77026744,Emma,Capdevila Castelló,2022-07-26,F,Lima
38978169,Juan Bautista,Matas Bellido,2002-10-24,M,Piura
36442048,Bernardino,Pablo Baena,1961-02-23,M,Cusco
92321950,Nazaret,Conde Baquero,2024-03-20,M,Chiclayo
66200253,Emma,Caballero Gallo,1997-11-29,F,Puno
45564407,Darío,Valera Tovar,1997-01-31,M,Chiclayo
16821705,Lino,Torrecilla Guerra,1999-11-30,M,Tacna
51504480,Amparo,Gil Galvez,1940-09-18,F,Puno
85526253,Severiano,Ribas Uribe,1980-09-04,M,Puno
14279822,Humberto,Soriano Alonso,2000-04-17,M,Chiclayo
92493122,Eric,Neira Mayoral,1966-07-12,M,Chiclayo
15270489,Ángel,Jódar Sevillano,2012-02-24,M,Cusco
66895105,Melisa,Romero Blanco,1942-05-04,F,Trujillo
80526476,Javiera,Luján Mayoral,1977-11-21,F,Puno
62454482,Álvaro,Alsina Manjón,1983-03-03,M,Lima
03090550,Trinidad,Rosado Baquero,1990-03-26,F,Lima
35195051,Catalina,Franco Sola,1937-03-02,F,Trujillo
39809068,Jose Ramón,Mir Rubio,2005-12-22,M,Cusco
70288445,Noa,Arco Sierra,1958-01-26,F,Piura
67709942,Violeta,Fuertes Luz,2002-05-23,F,Puno
85589505,Eduardo,Anglada Coello,1943-04-13,M,Iquitos
53983290,Teófila,Herrera Rovira,1953-11-22,F,Lima
99970381,Julia,Chaves Pulido,1987-05-13,F,Piura
01313559,Severino,Amaya Arregui,1941-09-16,M,Arequipa
09576326,Reyes,Casado Arregui,1981-04-27,M,Huancayo
99190106,Candelario,Artigas Farré,2022-10-22,M,Cusco
30412450,Delia,Vazquez Vilar,1953-08-08,F,Huancayo
90249940,Mar,Guardiola Garmendia,1987-02-09,F,Huancayo
95395955,Adelina,Benavides Moreno,1972-08-18,F,Iquitos
11378624,Alfonso,Bermudez Miró,1981-07-20,M,Huancayo
91949395,Carlota,Camacho Olivares,1925-07-19,F,Piura
15602960,Juan Bautista,Miralles Tello,2020-12-20,M,Puno
48187646,Graciano,Toledo Hernández,1995-07-21,M,Trujillo
79367824,Fernando,Ruano Mir,1962-06-16,M,Iquitos
47996784,Celestina,Martínez Nogueira,1964-10-19,F,Chiclayo
01088627,Paco,Díez Izaguirre,1989-02-09,M,Cusco
28673287,Evangelina,Escamilla Quirós,1970-11-01,F,Iquitos
80205077,Andrés,Garriga Dávila,2007-07-10,M,Trujillo
08309842,Pascual,Benavent Peláez,1961-02-05,M,Tacna
04695826,Miguel Ángel,Colomer Estrada,1935-11-19,M,Lima
86332736,Cruz,Leal Sureda,1965-06-06,F,Iquitos
30689364,Alcides,Gisbert Busquets,2010-02-18,M,Piura
97413489,Sol,Mena Serrano,1993-07-26,F,Tacna
74592628,Atilio,Rosales Morell,2011-10-07,M,Iquitos
65016555,Valeria,Batlle Salinas,2010-05-26,F,Arequipa
27143178,Glauco,Bayona Lastra,1944-02-22,M,Trujillo
94392469,Conrado,Bermúdez Cisneros,2002-02-24,M,Puno
40318048,Rodolfo,Barrera Tirado,1945-01-30,M,Puno
75183512,Anna,Suárez Sanjuan,1975-02-27,F,Cusco
36405161,Segismundo,Reina Morcillo,1948-02-15,M,Lima
48711439,Liliana,Páez Echeverría,1949-06-25,F,Cusco
17306067,Silvio,Molins Valenciano,1962-11-26,M,Lima
20935428,Máxima,Cervera Menendez,1995-02-25,F,Arequipa
36272543,Juanito,Falcó Cabello,2009-05-09,M,Tacna
76254336,Nayara,Sotelo Tirado,1941-09-16,F,Cusco
51387040,Juan Bautista,Quintanilla Herrera,1957-05-17,M,Tacna
67667845,Patricia,Beltran Calderon,1997-08-18,F,Tacna
20774109,Armida,Uribe Mur,1945-11-17,F,Puno
38890746,Luciana,Llabrés Berrocal,2007-04-21,F,Piura
13013579,Cristina,Peñas Sarabia,1966-10-24,F,Huancayo
35755177,Azeneth,Montalbán Campos,2017-12-04,F,Iquitos
42329119,Cosme,Vera Trillo,2023-08-19,M,Cusco
42342014,Candelario,Verdugo Pizarro,1976-11-13,M,Tacna
38746013,Noemí,Alcalde Lastra,1973-01-29,F,Huancayo
77168421,Cirino,Barros Duque,2002-03-11,M,Lima
53311617,Verónica,Vaquero Nevado,1990-02-23,F,Iquitos
75159942,Plinio,Prieto Carbonell,2020-06-22,M,Lima
92908826,Armando,Sales Blanco,1981-09-28,M,Trujillo
00208605,Javier,Barranco Pazos,1973-04-16,M,Arequipa
36548954,Custodia,Mancebo Arregui,1947-11-08,F,Cusco
39255551,Loreto,Uría Baeza,2001-04-02,M,Lima
61975576,Pánfilo,Casares Larrea,2021-09-06,M,Lima
27027990,Adelardo,Bernad Campos,1976-07-11,M,Trujillo
58677582,Leandro,Ballesteros Garrido,2018-04-30,M,Lima
79311828,Clemente,Bartolomé Figueras,2004-11-19,M,Tacna
54048304,Reyes,Borrás Salgado,2024-02-11,M,Piura
97293472,Anastasio,Téllez Angulo,1932-04-17,M,Iquitos
05107427,María Cristina,Bernat Batlle,1947-11-24,F,Trujillo
56738353,Susanita,Trillo Guzmán,2022-07-13,F,Arequipa
76629312,Cándida,Vigil Miguel,2005-12-08,F,Trujillo
84674187,Marita,Higueras Guardia,2026-03-09,F,Puno
84476889,Vidal,Agullo Merino,1983-10-01,M,Arequipa
60365696,Olivia,Miguel Delgado,2021-07-10,F,Cusco
60354163,Abel,Palomar Maestre,2009-12-10,M,Puno
01499212,Imelda,Baeza Quevedo,1958-05-07,F,Piura
28205805,Ale,Lara Benito,1988-04-17,F,Arequipa
94402332,Cristian,Peiró Moliner,1969-08-23,M,Piura
26205902,Domingo,Cañete Luís,1961-09-11,M,Cusco
63499263,Nilo,Ugarte Salgado,1969-02-23,M,Arequipa
96656956,Merche,Noriega Fuertes,1990-03-20,F,Piura
59225600,Anabel,Torrents Domínguez,2009-03-04,F,Puno
51958796,Fanny,Ruano Redondo,2022-07-14,F,Arequipa
37447947,Lidia,Sainz Planas,1939-09-23,F,Iquitos
21901445,Reyna,Roselló Aranda,1989-04-10,F,Trujillo
39639104,Griselda,Sosa Velázquez,1987-07-03,F,Chiclayo
26083564,Olga,Martínez Ayala,1936-01-05,F,Arequipa
11161622,Maribel,Carbonell Benet,1997-01-30,F,Chiclayo
35427650,Mercedes,Amaya Luz,1931-12-01,F,Trujillo
01048773,Epifanio,Puig Sanz,1994-11-20,M,Chiclayo
89354329,Domingo,Navarrete Salas,2000-09-03,M,Iquitos
99549448,Dionisia,Morillo Guardia,1963-02-21,F,Cusco
87756785,Ciro,Mayoral Escrivá,1999-02-28,M,Piura
09022006,Maxi,Palma Ponce,1985-08-21,F,Chiclayo
54646815,Juan Francisco,Losa Mena,2016-02-23,M,Lima
93319274,Francisca,Ariño Montesinos,1972-02-15,F,Tacna
23199067,Graciano,Montaña Calderon,1991-11-12,M,Iquitos
72310704,León,Zabala Giralt,1945-02-26,M,Lima
56758714,Gregorio,Tormo Cuervo,1984-05-30,M,Iquitos
30965918,Carlos,Domínguez Luján,1974-11-28,M,Chiclayo
86698247,José Manuel,Riera Vicente,1975-09-03,M,Tacna
54811758,Leandra,Álvaro Garriga,1980-11-16,F,Iquitos
92145172,Juan Bautista,Soto Piñol,2013-11-25,M,Iquitos
68407513,Jose Ignacio,Artigas Quintero,1973-04-25,M,Cusco
15178952,Asunción,Abad Ochoa,1963-09-08,F,Tacna
74765410,Alejandra,Dominguez Bellido,2021-11-01,F,Trujillo
51022775,Virgilio,Izaguirre Cañas,1974-12-20,M,Lima
23884280,José,Estévez Lloret,1945-12-10,F,Huancayo
50038539,Laura,Frías Peinado,1983-09-10,F,Chiclayo
03930925,Rosalía,Barroso Artigas,1991-01-04,F,Tacna
94197411,Herminio,Expósito Rosado,1979-08-19,M,Lima
63529123,Silvia,Luján Quesada,1938-02-27,F,Trujillo
60329117,Ema,Zamorano Sanmartín,1961-09-19,F,Trujillo
66442804,Ovidio,Pozuelo Albero,1978-11-18,M,Lima
92165455,Ildefonso,Ángel Portillo,1961-04-26,M,Arequipa
35957132,Pía,Comas Blazquez,1979-04-02,F,Cusco
87127900,Primitivo,Alberola Fortuny,2000-10-02,M,Arequipa
77559647,Julie,Armas Baquero,1929-07-29,F,Piura
06301400,Trini,Carballo Echevarría,2006-03-07,F,Puno
90521727,Virginia,Pont Almagro,1949-10-01,F,Tacna
69676436,Patricia,Gutierrez Luís,1988-07-10,F,Lima
42090876,Margarita,Donoso Salmerón,1972-03-05,F,Cusco
29149283,Dani,Cases Gallardo,2008-08-13,M,Trujillo
34575814,Ismael,Zabala Villegas,1971-03-02,M,Puno
48891307,Gloria,Alcalde Riquelme,1967-07-12,F,Arequipa
81748193,Ester,Téllez Palacios,1943-12-14,F,Iquitos
51714963,Demetrio,Arroyo Báez,1969-12-31,M,Cusco
07920751,Godofredo,Ruiz Acosta,1950-05-29,M,Piura
61630550,Cristóbal,Oller Pina,1985-02-19,M,Cusco
60671809,Cristian,Redondo Barceló,2008-07-02,M,Iquitos
39119532,Apolonia,Barceló Arnal,1974-10-25,F,Huancayo
11887551,Loreto,Calzada Naranjo,1965-05-17,F,Puno
03320026,Martina,Aranda Águila,1979-03-18,F,Tacna
06766504,Carmina,Maza Herranz,1940-02-10,F,Tacna
37913822,Anselmo,Ferrández Taboada,1976-09-25,M,Tacna
32343074,Manola,Rozas Cid,1964-09-08,F,Tacna
12020913,Leocadio,Maestre Salcedo,1980-01-28,M,Puno
83794207,Víctor,Gálvez Soler,2009-02-01,M,Arequipa
43838084,César,Molina Marco,2000-10-19,M,Trujillo
56420465,Irma,Bustos Melero,1955-10-03,F,Puno
96672950,Teodora,Crespi Cáceres,1938-11-18,F,Puno
83317522,Alonso,Reig Poza,1956-10-20,M,Tacna
76773610,Apolonia,Salmerón Moreno,1933-03-25,F,Trujillo
86186779,Otilia,Román Goicoechea,1967-11-12,F,Cusco
03658295,Luisina,Solana Reguera,1955-03-26,F,Arequipa
93552081,Quique,Vidal Camps,1973-06-28,M,Chiclayo
90897105,Isaac,Gomila Olmo,1940-08-29,M,Puno
32808996,Graciana,Alarcón Barrera,1935-11-22,F,Chiclayo
36704387,Paulina,Puig Velázquez,1984-11-14,F,Iquitos
28151480,Inmaculada,Olmedo Martin,2020-02-12,F,Lima
23453407,Tomás,Beltran Vila,1966-04-15,M,Iquitos
56234384,Óscar,Beltran Zamora,1949-01-18,M,Trujillo
30636470,Casandra,Botella Jaén,1931-10-11,F,Arequipa
92025494,Ariadna,Serra Alcázar,1963-10-24,F,Huancayo
09839398,Albano,Salvà Losa,1996-11-18,M,Tacna
38685156,Manuel,Marin Mosquera,2023-10-17,M,Chiclayo
60826277,Judith,Ordóñez Mosquera,1930-03-13,F,Piura
28983151,Iker,Acuña Rios,1993-01-17,M,Chiclayo
82143938,Jose Carlos,Zapata Carretero,1966-03-26,M,Cusco
98764412,Georgina,Gallego Belda,2013-11-20,F,Chiclayo
12801929,Chuy,Alegre Ugarte,1925-10-08,M,Chiclayo
62621984,Bienvenida,Haro Puig,1986-10-29,F,Arequipa
14518519,Cesar,Carbajo Alcázar,1948-07-04,M,Arequipa
59799487,África,Bueno Blanes,1947-05-11,F,Huancayo
71590679,Segismundo,Ramírez Barroso,1945-11-07,M,Tacna
17990643,Nicanor,Tirado Pujol,1930-10-09,M,Iquitos
48039978,Juanito,Tena Prado,1955-05-29,M,Puno
97349393,Lorena,Vergara Higueras,2020-11-02,F,Tacna
58999202,Amor,Peral Bru,1929-01-22,M,Iquitos
75415252,Juan,Zorrilla Naranjo,1977-08-24,M,Trujillo
99312634,Amor,Puerta Gracia,1933-11-03,F,Chiclayo
35520388,Gerardo,Molina Llorens,1978-12-10,M,Arequipa
09284125,Jenny,Escolano Sanjuan,1931-01-29,F,Trujillo
68638871,América,Pera Sotelo,1972-03-22,F,Tacna
37468885,Candelaria,Guzmán Amaya,2010-09-22,F,Trujillo
26847388,Julieta,Noguera Sanmartín,1972-09-08,F,Huancayo
63416478,José Ángel,Carvajal Villar,1973-12-31,M,Chiclayo
14114993,Ema,Alfaro España,1942-04-04,F,Piura
15894917,Fabiola,Méndez Jimenez,1926-03-03,F,Iquitos
64093300,Ramiro,Solé Casal,2002-02-15,M,Lima
97934765,Modesto,Mata Puerta,1947-03-09,M,Chiclayo
66769910,Gertrudis,Company Alberto,2022-02-27,F,Chiclayo
60163669,Kike,Pallarès Valenciano,2012-07-28,M,Puno
19513719,Cristóbal,Falcó Rebollo,2002-01-05,M,Iquitos
81132488,Eric,Jerez Castell,1952-04-13,M,Cusco
19382219,Hugo,Soto Lorenzo,2006-09-28,M,Piura
70241515,Feliciano,Gil Ayllón,1929-08-23,M,Tacna
83107743,Seve,Jover Manrique,1946-11-02,M,Piura
00487832,Loreto,Taboada Catalán,2015-10-22,M,Chiclayo
67436657,Humberto,Cadenas Lorenzo,2023-02-07,M,Lima
10360879,Mario,Marí Álamo,2014-03-02,M,Piura
73394517,Amaya,Guitart Crespo,1959-05-07,F,Puno
48827776,Viviana,Mateo Huertas,1932-02-23,F,Cusco
09151789,Abigaíl,Cantero Hernández,1987-01-27,F,Lima
04859735,Irene,Ureña Jerez,1973-07-28,F,Piura
28631277,Ignacia,Quintanilla Barros,1948-09-09,F,Chiclayo
09321502,Ágata,Buendía Ibáñez,1995-11-09,F,Tacna
57791326,Emiliana,Navarro Ledesma,1995-10-26,F,Iquitos
40138632,Emma,Blanca Belmonte,1979-11-15,F,Lima
32031036,Dionisia,Luján Bueno,2017-08-19,F,Chiclayo
89833967,Víctor,Cañete Miró,1988-09-12,M,Puno
63058547,Lupita,Narváez Gabaldón,1962-05-17,F,Iquitos
51119724,Delia,Azcona Quintanilla,1936-02-29,F,Piura
78582643,Leyre,Girón Escribano,1945-08-22,F,Cusco
88691230,Amancio,Garzón Agustí,1976-09-03,M,Tacna
13790712,Morena,Beltran Tovar,1967-05-22,F,Piura
02398340,Pascuala,Bauzà Machado,2010-08-05,F,Cusco
04186485,Arturo,Checa Seco,1940-07-13,M,Tacna
05158819,Elba,Alemany Hoz,1997-03-03,F,Lima
85636748,Ricarda,Tenorio Benítez,1933-01-06,F,Iquitos
17898093,Loreto,Hidalgo Acevedo,1932-10-19,M,Puno
57757056,Custodia,Folch Tomás,2016-12-06,F,Iquitos
27334812,Eligia,Sala Carrera,1985-11-21,F,Trujillo
30785147,Paloma,Conesa Goicoechea,1985-05-07,F,Trujillo
37861229,Hernán,Santamaria Valbuena,2018-07-26,M,Arequipa
76573325,Cleto,Gordillo Ríos,1973-05-04,M,Puno
99158599,Jordán,Sotelo Pérez,1993-10-09,M,Piura
03105407,Estrella,Pineda Córdoba,1935-12-10,F,Trujillo
